Temperature,Humidity,Wind Speed,Wind Bearing,Visibility,Pressure,Disease,Disease in number
21.8,72,5.5,165,10.2,1015.6,Early Blight,1
26.6,59,7.8,295,9.2,1015,Late Blight,0
19.9,78,3.5,125,11.3,1014.5,Early Blight,1
28.1,55,8.9,315,8.9,1015.2,Late Blight,0
21,73,4.5,105,12.2,1015.9,Early Blight,1
23.5,66,2.6,190,9.1,1014.1,Late Blight,0
22.5,69,5.9,180,10.3,1015.4,Early Blight,1
25.6,61,2.7,225,9.1,1014.4,Late Blight,0
20.6,76,3.7,135,11.4,1014.9,Early Blight,1
26.8,56,8.1,305,8.7,1015.5,Late Blight,0
20.2,74,4.2,110,12.1,1015.1,Early Blight,1
25.1,63,2.3,215,9.1,1014.5,Late Blight,0
22,71,5.3,170,10.2,1015.2,Early Blight,1
24.8,64,7.4,240,9.3,1016,Late Blight,0
19.4,78,2.8,125,11.2,1014.6,Early Blight,1
27,58,8.5,295,8.8,1015.3,Late Blight,0
20.8,75,3.8,130,11.6,1015,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.5,73,5.5,165,11.5,1016.1,Early Blight,1
25.8,62,9,278,8.3,1015,Late Blight,0
22.1,71,3.2,145,10.9,1015.2,Early Blight,1
27.2,58,7.6,338,9.7,1015.6,Late Blight,0
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
23.6,70,6.8,197,9.6,1016.1,Early Blight,1
25.7,63,8.1,251,8.2,1015.2,Late Blight,0
21.3,74,4.5,121,11.2,1014.9,Early Blight,1
27.4,59,7.7,330,9.3,1015.5,Late Blight,0
20.7,73,5.2,173,11.4,1015.9,Early Blight,1
24.2,66,2.4,228,9.1,1014.4,Late Blight,0
22.6,69,6.1,158,10.6,1015,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
24,68,4,202,10.2,1015.2,Early Blight,1
26.5,61,6.1,291,8.3,1016.3,Late Blight,0
18.9,78,3.8,103,11.3,1015.5,Early Blight,1
28.5,58,9.1,23,8.8,1014.4,Late Blight,0
21.8,72,4.4,142,11.2,1015.9,Early Blight,1
25.1,66,1.9,242,9.7,1014,Late Blight,0
20.5,73,5,178,10.9,1015.2,Early Blight,1
27.1,59,6.9,317,8.6,1015.9,Late Blight,0
22.4,70,4.8,154,10.6,1014.7,Early Blight,1
29.7,54,8.4,4,8.4,1014.9,Late Blight,0
23.9,69,3.9,210,10.1,1015.6,Early Blight,1
26.2,63,6.5,281,8.1,1016.1,Late Blight,0
19.1,77,4,99,11.9,1015.2,Early Blight,1
28.8,57,8.3,33,8.5,1014.8,Late Blight,0
21.5,72,3.6,128,11.5,1015.3,Early Blight,1
24.9,65,1.8,232,9.6,1014.5,Late Blight,0
20.1,74,4.8,164,10.8,1015.7,Early Blight,1
27.7,59,7.2,308,8.8,1015.7,Late Blight,0
22.7,69,4.4,178,10.4,1014.9,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.5,73,5.8,142,10.5,1015.6,Early Blight,1
25.2,62,6.9,278,9.6,1015.1,Late Blight,0
19.3,78,3.7,98,11.8,1014.6,Early Blight,1
27.6,58,9.1,12,8.8,1015.3,Late Blight,0
20.8,74,3.1,136,11.7,1014.9,Early Blight,1
28.4,55,7.4,333,8.4,1015.9,Late Blight,0
22.1,71,5.5,165,10.1,1015.4,Early Blight,1
24.9,63,2.8,255,9.8,1014.3,Late Blight,0
21.8,70,4.3,195,10.7,1015.2,Early Blight,1
26.4,59,8,284,9.1,1014.5,Late Blight,0
19.9,76,3.6,118,11.2,1015.1,Early Blight,1
27.9,57,9.5,5,8.5,1015.7,Late Blight,0
20.6,73,4.9,128,11.4,1015,Early Blight,1
25.6,61,7.3,289,9.3,1016.1,Late Blight,0
22.8,69,6,155,10.3,1015.5,Early Blight,1
23.9,66,2.3,226,9.5,1014.2,Late Blight,0
20.2,75,3.9,108,11.6,1015.7,Early Blight,1
28.1,56,6.8,319,8.6,1015,Late Blight,0
21.5,72,5,148,10.8,1015.3,Early Blight,1
24.3,64,8.2,267,9.7,1014.4,Late Blight,0
19.5,77,3.1,99,11.9,1014.9,Early Blight,1
27,59,9,27,8.9,1015.2,Late Blight,0
20.7,73,4.5,123,11.5,1014.7,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
25.1,63,7.2,278,10.2,1015.9,Early Blight,1
27.4,59,8.5,17,8.4,1014.6,Late Blight,0
20.8,75,4.2,101,11.8,1014.9,Early Blight,1
29.3,55,9.8,330,9.3,1015.3,Late Blight,0
22.4,70,5.4,165,10.7,1015.2,Early Blight,1
24.9,64,2.8,229,9.7,1014.3,Late Blight,0
23.1,69,6.1,195,10.5,1015.7,Early Blight,1
27.8,58,7.3,14,8.2,1014.8,Late Blight,0
21.7,73,3.8,115,12.1,1015.1,Early Blight,1
23.2,67,6.3,203,10,1015.5,Early Blight,1
26.5,63,9.1,268,8.2,1016.2,Late Blight,0
20.1,78,4.2,102,11.4,1014.8,Early Blight,1
27.3,59,7.5,309,9.8,1014.9,Late Blight,0
21.8,73,5.1,132,12.1,1015.8,Early Blight,1
24.1,66,1.8,220,8.9,1014,Late Blight,0
22.3,70,4.9,189,10.2,1015.5,Early Blight,1
25.7,61,6.8,290,9.1,1016.2,Late Blight,0
19.9,76,3.4,114,11.3,1014.8,Early Blight,1
28.5,57,8.8,19,8.5,1014.9,Late Blight,0
21.5,74,5.5,163,11.8,1015.8,Early Blight,1
24.9,64,2.4,235,9.6,1014,Late Blight,0
22.1,69,4.8,179,10.1,1015.5,Early Blight,1
26.2,60,8.6,298,9.3,1016.2,Late Blight,0
20.2,77,3.7,99,11.2,1014.8,Early Blight,1
27.1,58,7.9,327,9.7,1014.9,Late Blight,0
21.9,72,5.2,126,12.2,1015.8,Early Blight,1
23.9,65,1.9,219,8.8,1014,Late Blight,0
22.5,68,5,198,10,1015.5,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
21.3,69,5.2,196,9.3,1016,Early Blight,1
25.1,63,8.1,250,8.7,1015.5,Late Blight,0
19.9,77,3.6,105,11.2,1015.2,Early Blight,1
26.5,61,7.8,297,9.7,1014.6,Late Blight,0
20.8,74,4.3,116,10.8,1015.3,Early Blight,1
23.8,68,2.5,221,9.5,1014.4,Late Blight,0
22.4,71,5.4,186,10.1,1015.7,Early Blight,1
24.9,64,6.5,275,8.8,1014.9,Late Blight,0
21.6,73,3.8,131,11,1015.1,Early Blight,1
25.8,59,9.3,320,9.1,1014.8,Late Blight,0
18.7,78,2.9,98,12.5,1015.5,Early Blight,1
27.4,56,10.2,348,8.5,1014.3,Late Blight,0
23.6,68,4.8,202,9.4,1016.2,Early Blight,1
26.2,62,7.6,264,9.3,1015.3,Late Blight,0
20.5,75,3.5,126,11.5,1015,Early Blight,1
24.7,64,5.9,282,9,1014.7,Late Blight,0
22.7,70,4.9,173,10.2,1015.9,Early Blight,1
25.5,60,8.7,308,8.6,1015.1,Late Blight,0
19.5,77,2.7,87,12.1,1015.8,Early Blight,1
27.1,57,9.9,334,8.8,1014.4,Late Blight,0
21.8,73,4.1,139,10.9,1015.6,Early Blight,1
24.4,65,6.8,258,8.9,1014.8,Late Blight,0
20.2,75,3.1,112,11.4,1015.4,Early Blight,1
26.9,58,9.6,316,8.9,1014.9,Late Blight,0
22.2,71,5.3,191,10.2,1015.5,Early Blight,1
25.2,63,7.9,275,9,1015,Late Blight,0
21,74,4.5,127,11.8,1015.9,Early Blight,1
23.9,67,2.7,232,9.3,1014.5,Late Blight,0
22.5,70,5.5,181,10.1,1015.8,Early Blight,1
21.5,70,4.6,201,9.8,1015.5,Early Blight,1
25.3,63,8.1,252,8.5,1016.2,Late Blight,0
20.1,77,3.5,132,11.2,1014.8,Early Blight,1
27.4,59,9.3,292,9,1014.9,Late Blight,0
22.5,73,5.2,173,10.5,1015.8,Early Blight,1
24.9,66,2.2,225,9.1,1014,Late Blight,0
20.8,75,4.8,112,12.1,1015.6,Early Blight,1
26.2,61,7.8,301,9.3,1015,Late Blight,0
21.9,72,3.9,148,11.5,1014.6,Early Blight,1
25.6,64,6.1,234,8.8,1015.3,Late Blight,0
22.3,71,5,180,10.2,1015.4,Early Blight,1
25.1,65,4.1,242,9.1,1015.9,Late Blight,0
20.5,76,3.2,119,11.4,1015,Early Blight,1
27.1,60,8.8,311,9.5,1014.7,Late Blight,0
23.2,69,6.2,192,9.7,1015.2,Early Blight,1
26.5,62,5.6,262,8.7,1016.1,Late Blight,0
19.9,77,3.4,137,11.3,1014.9,Early Blight,1
28.2,58,9.4,324,9.6,1014.8,Late Blight,0
21.7,73,4.1,157,11.9,1015.7,Early Blight,1
25.7,64,2.9,244,8.9,1014.1,Late Blight,0
22.7,70,5.3,168,10.3,1015.3,Early Blight,1
24.8,65,4.7,231,9.2,1015.6,Late Blight,0
20.6,76,3.5,118,11.1,1015.1,Early Blight,1
27.3,60,7.9,305,9.2,1015.1,Late Blight,0
23.6,68,5.9,196,9.6,1015.4,Early Blight,1
25.9,63,3.8,240,8.7,1015.7,Late Blight,0
21.1,74,4.5,142,12.2,1014.8,Early Blight,1
26.4,61,6.7,278,9,1015.5,Late Blight,0
22.1,72,4,154,11.4,1015.2,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
25,63,6.5,271,9.8,1015.6,Late Blight,0
20.6,77,2.9,82,11.6,1015.1,Early Blight,1
23.4,69,4.8,189,10.5,1016,Late Blight,0
21.4,76,4.6,121,10.2,1015.1,Early Blight,1
24.1,65,7.8,268,8.5,1016.4,Late Blight,0
20.6,77,3.8,96,11.8,1015,Early Blight,1
25.8,60,8.2,310,9.1,1014.7,Late Blight,0
22,73,5.3,183,10.5,1015.7,Early Blight,1
23.5,68,5,198,9.8,1015.6,Late Blight,0
26.8,62,6.7,308,8.5,1016,Early Blight,1
19.6,76,4.1,92,12,1015,Late Blight,0
28.2,57,9.2,19,9,1014.7,Early Blight,1
21.1,74,3.3,124,11.7,1015.8,Late Blight,0
22.8,68,4.2,198,9.9,1015.4,Late Blight,0
25.4,63,7.3,255,8.7,1016.3,Early Blight,1
20.2,78,3.1,110,12.2,1014.9,Late Blight,0
26.9,58,8.8,22,8.8,1015.2,Early Blight,1
22.5,72,5.1,178,10.1,1015.5,Early Blight,1
23.9,67,4.8,205,9.6,1015.3,Late Blight,0
25.9,61,7.9,273,8.4,1016.5,Early Blight,1
19.9,76,3.6,99,11.9,1015.1,Late Blight,0
28.5,56,9.5,12,8.5,1014.6,Early Blight,1
21.7,73,4.4,167,10.8,1015.9,Late Blight,0
23.2,69,4.9,197,9.7,1015.8,Early Blight,1
25.1,64,7,240,8.9,1016.2,Late Blight,0
20.3,78,3,116,12.1,1015,Early Blight,1
26.2,59,8.3,298,9.2,1014.8,Late Blight,0
22.3,74,5.2,179,10.4,1015.6,Early Blight,1
24.5,66,6.8,265,8.6,1016.4,Late Blight,0
27,61,8.1,314,8.3,1015.1,Early Blight,1
19.7,77,3.5,93,11.9,1014.9,Late Blight,0
28.9,55,9.1,16,8.7,1015.2,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
22.9,69,4.8,192,10.6,1016.5,Early Blight,1
25.5,63,5.9,272,9.1,1014.3,Late Blight,0
19.2,78,3.1,112,12.5,1015.6,Early Blight,1
29.4,55,7.7,352,8.4,1014.4,Late Blight,0
23.1,70,6.2,176,10.8,1016.3,Early Blight,1
26.7,62,4.4,308,9,1014.9,Late Blight,0
20.4,77,4.6,96,11.9,1015.1,Early Blight,1
27.6,59,7.4,13,8.6,1014.2,Late Blight,0
22.8,69,3.7,190,10.9,1016.8,Early Blight,1
24.9,63,1.8,225,9.3,1013.9,Late Blight,0
21.8,72,5.2,154,10.4,1015.2,Early Blight,1
28.5,58,8.1,343,8.8,1015.5,Late Blight,0
20.2,76,3.5,104,12.1,1015.7,Early Blight,1
29.7,54,9.3,3,8.2,1015.2,Late Blight,0
23.3,70,4.9,186,10.7,1016,Early Blight,1
26.3,61,3,282,9.6,1014.6,Late Blight,0
19.4,77,2.4,106,12.4,1015.9,Early Blight,1
28.8,57,6.9,328,8.7,1014.8,Late Blight,0
22.6,70,6.1,168,11.1,1016.4,Early Blight,1
21.5,70,4.8,190,10,1015.5,Early Blight,1
25.3,62,6.3,240,9.8,1016.2,Late Blight,0
20.1,74,3.1,110,11,1014.9,Early Blight,1
27.5,59,7.5,300,9.6,1014.8,Late Blight,0
22.9,68,5.2,180,10.2,1015.8,Early Blight,1
24.2,64,2.9,225,9.5,1014.3,Late Blight,0
21.8,71,5.3,170,10.5,1015.3,Early Blight,1
26.7,58,8.1,315,9.3,1015,Late Blight,0
20.7,73,2.9,130,11.5,1014.7,Early Blight,1
28.1,57,7.8,290,9.1,1015.1,Late Blight,0
23.4,69,4.3,200,10.3,1015.6,Early Blight,1
24.9,63,5.8,250,9.7,1016.1,Late Blight,0
19.9,75,2.5,100,11.2,1014.6,Early Blight,1
28.4,56,9.3,330,9,1014.9,Late Blight,0
22.1,72,4.5,160,10.8,1015.7,Early Blight,1
25.7,61,7,230,9.9,1016.3,Late Blight,0
20.5,74,3.5,115,11.3,1014.8,Early Blight,1
27.3,59,6.7,295,9.5,1015.3,Late Blight,0
22.5,70,5.1,185,10.1,1015.4,Early Blight,1
25.1,63,6.1,255,9.6,1015.9,Late Blight,0
19.6,76,2.7,90,11.4,1014.5,Early Blight,1
27.9,57,8.7,310,9.2,1015.2,Late Blight,0
23,68,4.9,175,10.4,1015.2,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.9,73,3.9,78,10.9,1015.2,Early Blight,1
25.4,61,6.5,285,8.4,1016.4,Late Blight,0
22.1,71,5.5,156,10.5,1014.9,Early Blight,1
26.8,58,8.7,342,9.1,1015.3,Late Blight,0
27.1,68,8.3,320,9.3,1015.7,Late Blight,0
20.4,75,4,82,11.2,1015,Early Blight,1
23.5,67,5.4,201,10.1,1014.7,Early Blight,1
25.3,62,6.8,286,8.6,1016.1,Late Blight,0
19.9,76,3.5,112,11,1014.6,Early Blight,1
24.8,64,2.3,224,9,1014.2,Late Blight,0
21.3,73,5,136,11.9,1015.1,Early Blight,1
27.6,59,7.9,337,9.2,1015.5,Late Blight,0
22.7,70,6,166,10.6,1015.2,Early Blight,1
25.9,61,8.1,299,8.3,1016.3,Late Blight,0
22.6,71,4.8,160,10.4,1014.5,Early Blight,1
26.2,60,7.5,296,9.5,1015.6,Late Blight,0
20.7,74,3.8,98,11.4,1015.1,Early Blight,1
23.9,66,5.9,191,9.9,1014.6,Late Blight,0
19.5,77,2.9,133,11.8,1015.9,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
23.7,67,2.1,214,9.2,1014,Late Blight,0
20.5,71,6.1,173,10.5,1016.1,Early Blight,1
27.2,59,7.8,338,8.7,1015.3,Late Blight,0
22.1,74,4.5,152,11.5,1014.6,Early Blight,1
25.6,63,2.9,246,9.6,1015.9,Late Blight,0
21.4,75,5.3,113,12.5,1014.7,Early Blight,1
23.8,66,1.8,191,9,1015.2,Late Blight,0
20.9,72,4.9,176,10.8,1014.4,Early Blight,1
26.3,58,9.6,308,8.3,1016,Late Blight,0
19.7,76,3.1,101,11.3,1015.1,Early Blight,1
28,56,7.2,352,8.1,1014.2,Late Blight,0
22,73,4.2,132,11.8,1015.7,Early Blight,1
24.9,64,2.3,222,9.3,1014.3,Late Blight,0
20.8,74,6.3,189,10.6,1015.6,Early Blight,1
27.4,59,8.8,330,8.5,1014.5,Late Blight,0
21.1,75,4.7,162,11.4,1014.9,Early Blight,1
24.2,66,1.9,201,9.1,1015.4,Late Blight,0
20.3,73,5.5,147,11.1,1016.3,Early Blight,1
26.8,61,8.1,288,9.1,1015.5,Late Blight,0
19.9,76,2.9,84,12.1,1014.1,Early Blight,1
28.8,55,6.9,12,8.4,1014.8,Late Blight,0
22.5,71,4.4,145,11.7,1014.2,Early Blight,1
25.3,64,2.6,232,9.7,1015,Late Blight,0
21.5,74,5.1,118,12.4,1015.9,Early Blight,1
22.3,72,5.1,179,10,1015.5,Early Blight,1
24.5,65,7.2,245,8.9,1016.2,Late Blight,0
19.8,76,3.3,120,11.1,1014.8,Early Blight,1
26.1,60,8.4,305,9.4,1014.9,Late Blight,0
21.2,75,4.9,100,12.3,1015.8,Early Blight,1
28.6,61,6.9,236,9.6,1014.7,Late Blight,0
20.5,77,2.8,125,11.9,1014.9,Early Blight,1
23.8,68,3.6,299,10.2,1015.2,Late Blight,0
18.7,81,5.2,163,12.5,1016.1,Early Blight,1
26.9,59,7.5,43,8.7,1015.6,Late Blight,0
22.1,73,4.1,98,11.2,1015.3,Early Blight,1
24.9,64,7.8,267,9,1014.8,Late Blight,0
19.4,76,3.1,136,11.6,1014.9,Early Blight,1
25.5,62,8.2,352,9.5,1015.1,Late Blight,0
20.8,75,5.3,182,12.1,1015.9,Early Blight,1
23.7,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.9,67,5.2,201,10.2,1015.2,Early Blight,1
25.3,63,7.9,299,9.1,1015.7,Late Blight,0
19.2,77,3.8,108,12.1,1015.5,Early Blight,1
29.5,55,9.6,28,8.5,1015,Late Blight,0
20.7,73,4.9,155,10.9,1015.1,Early Blight,1
26.7,62,5.5,273,9.5,1014.4,Late Blight,0
21.9,70,3.4,142,11.4,1015.3,Early Blight,1
27.8,58,7.1,347,8.8,1014.8,Late Blight,0
20.4,74,2.8,212,11.9,1015.9,Early Blight,1
28.3,57,8.4,29,8.6,1014.3,Late Blight,0
23.3,69,4.8,181,10.6,1015.7,Early Blight,1
25.7,64,6,281,9.3,1014.6,Late Blight,0
19.8,76,3.2,98,12.2,1015.6,Early Blight,1
29,56,9.1,14,8.8,1015.5,Late Blight,0
21.8,71,5.2,161,10.8,1015.2,Early Blight,1
27.1,61,6.4,305,8.7,1014.5,Late Blight,0
20.5,73,4.1,131,11.8,1015.2,Early Blight,1
28.6,56,7.9,19,8.9,1014.6,Late Blight,0
23.6,68,3.9,193,10.9,1015.5,Early Blight,1
24.5,68,5.1,179,10,1015.5,Early Blight,1
26.1,62,7.2,245,8.9,1016.2,Late Blight,0
22.8,75,3.3,120,11.1,1014.8,Early Blight,1
27.9,59,8.4,305,9.4,1014.9,Late Blight,0
20.4,76,4.9,100,12.3,1015.8,Early Blight,1
23.6,67,2.1,214,9.2,1014,Late Blight,0
21.2,71,5.6,172,10.3,1015.4,Early Blight,1
26.3,60,6.3,324,8.9,1015.1,Late Blight,0
19.9,75,3.2,136,11.6,1014.8,Early Blight,1
28.5,56,8.5,8,8.7,1015.3,Late Blight,0
22.1,69,4.3,186,10.8,1015.9,Early Blight,1
25.8,63,7.5,286,9.1,1016.4,Late Blight,0
21.9,72,3.8,95,12.2,1014.9,Early Blight,1
28.4,58,9.1,23,9.1,1014.6,Late Blight,0
20.6,75,5.5,150,11.3,1015.7,Early Blight,1
23.9,66,1.9,230,9.3,1014.2,Late Blight,0
24.8,64,2,236,9.4,1014.1,Late Blight,0
20.7,73,4.2,105,12.1,1015.1,Early Blight,1
27.7,61,8,280,9.3,1015.9,Late Blight,0
22.4,70,6.1,153,10.4,1015.2,Early Blight,1
26.9,59,7.8,296,9.2,1016.1,Late Blight,0
23.1,72,3.9,95,12,1014.7,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
20.8,74,3.1,144,11.5,1014.9,Early Blight,1
25.1,63,6.2,262,8.8,1016,Late Blight,0
21.8,71,5.3,164,10.5,1015.3,Early Blight,1
27.2,60,7.1,254,9.5,1015.5,Late Blight,0
22.5,69,4.5,177,10.7,1015.7,Early Blight,1
24.3,65,8.3,299,9,1015.6,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
23.4,69,4.9,201,9.6,1015.7,Early Blight,1
26.5,63,6.4,309,8.4,1016.2,Late Blight,0
19.4,77,4,92,11.9,1014.9,Early Blight,1
28,58,9.3,19,8.9,1014.6,Late Blight,0
20.8,75,3.5,124,11.5,1015.9,Early Blight,1
24.4,65,2.3,234,9.1,1014.2,Late Blight,0
22.1,71,5.4,173,10.2,1015.3,Early Blight,1
27.5,59,6.1,325,8.8,1015,Late Blight,0
20.6,76,3.1,137,11.8,1014.7,Early Blight,1
29.2,55,8.6,7,8.6,1015.2,Late Blight,0
23.3,69,4.8,202,9.5,1015.5,Early Blight,1
26.3,64,6.2,310,8.3,1016.1,Late Blight,0
19.2,78,3.9,93,11.8,1014.8,Early Blight,1
27.8,58,9.4,18,8.8,1014.5,Late Blight,0
20.5,76,3.6,125,11.4,1015.6,Early Blight,1
24.3,66,2.1,233,9,1014.3,Late Blight,0
22.2,70,5.5,174,10.1,1015.2,Early Blight,1
27.6,59,6,326,8.7,1014.9,Late Blight,0
20.4,77,3,138,11.7,1014.6,Early Blight,1
23.8,68,6.2,179,10,1015.5,Early Blight,1
25.3,64,7.8,245,8.9,1016.2,Late Blight,0
20.9,75,4.1,120,11.1,1014.8,Early Blight,1
26.6,59,8.9,305,9.4,1014.9,Late Blight,0
21.7,74,5.3,100,12.3,1015.8,Early Blight,1
24.2,66,2.6,214,9.2,1014,Late Blight,0
22,71,4.9,172,10.3,1015.4,Early Blight,1
27.8,57,9.7,324,8.9,1015.1,Late Blight,0
20.5,77,3,136,11.6,1014.8,Early Blight,1
28.3,56,8.2,8,8.7,1015.3,Late Blight,0
23.1,69,6,185,9.8,1015.6,Early Blight,1
25.9,63,7,250,9.1,1016.1,Late Blight,0
20.1,78,4.5,102,11.4,1014.7,Early Blight,1
26.8,58,9.3,312,9.3,1015,Late Blight,0
21.5,73,5.1,162,10.8,1015.3,Early Blight,1
24.9,62,2.1,224,9.5,1014.2,Late Blight,0
22.7,70,4.3,192,10.2,1015.1,Early Blight,1
26.4,61,7.5,287,9,1014.9,Late Blight,0
20.4,77,3.7,112,11.2,1015.2,Early Blight,1
27.9,56,9.5,338,8.8,1015.5,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
